"Title","Year","DOI","score","title_dist","new_title","Project","Relation"
"From functional diversity to human well-being: a conceptual framework for agroecosystem sustainability",2023,"10.1016/j.agsy.2023.103659","47.17431",0,"From functional diversity to human well-being: A conceptual framework for agroecosystem sustainability","Funbiodiv","Top5"
"From cultivar mixtures to allelic mixtures: opposite effects of allelic richness between genotypes and genotype richness in wheat",2022,"10.1111/nph.17915",NA,NA,NA,"Funbiodiv","Top5"
"From alpha to beta functional and phylogenetic redundancy",2020,"10.1111/2041-210X.13353",NA,NA,NA,"Funbiodiv","Top5"
"Field and Landscape Risk Factors Impacting Flavescence DorÃ©e Infection: Insights from Spatial Bayesian Modeling in the Bordeaux Vineyards",2022,"10.1094/PHYTO-10-21-0449-R",NA,NA,NA,"Funbiodiv","Top5"
"Farming plant cooperation in crops",2020,"10.1098/rspb.2019.1290",NA,NA,NA,"Funbiodiv","Top5"
"Farming intensity indirectly reduces crop yield through biodiversity and regulating ecosystem services",2022,NA,NA,NA,NA,"Funbiodiv","Top5"
"Evidence that organic farming promotes pest control",2018,"10.1038/s41893-018-0102-4",NA,NA,NA,"Funbiodiv","Top5"
"Evidence that organic farming promotes pest control",2018,"10.1038/s41893-018-0102-4","36.120094",0,"Evidence that organic farming promotes pest control","Funbiodiv","Top5"
"Enhancing weed multifunctionality at a landscape scale: A simulation study",2022,"10.1016/j.landurbplan.2022.104589",NA,NA,NA,"Funbiodiv","Top5"
"Ecological performance underlying ecosystem multifunctionality is promoted by organic farming and hedgerows at the local scale but not at the landscape scale",2023,"10.1111/1365-2664.14285","81.231316",0,"Ecological performance underlying ecosystem multifunctionality is promoted by organic farming and hedgerows at the local scale but not at the landscape scale","Funbiodiv","Top5"
"Diverse agricultural landscapes increase bat activity and diversity: Implications for biological pest control",2023,"10.1016/j.agee.2022.108318",NA,NA,NA,"Funbiodiv","Top5"
"Deployment of organic farming at a landscape scale maintains low pest infestation and high crop productivity levels in vineyards",2018,"10.1111/1365-2664.13034","75.27692",0,"Deployment of organic farming at a landscape scale maintains low pest infestation and high crop productivity levels in vineyards","Funbiodiv","Top5"
"Cropping system diversification does not always beget weed diversity",2022,"10.1016/j.eja.2021.126438",NA,NA,NA,"Funbiodiv","Top5"
"Crop pests and predators exhibit inconsistent responses to surrounding landscape composition",2018,"10.1073/pnas.1800042115",NA,NA,NA,"Funbiodiv","Top5"
"Conventional agriculture and not drought alters relationships between soil biota and functions",2021,"10.1038/s41598-021-03276-x","40.419815",0,"Conventional agriculture and not drought alters relationships between soil biota and functions","Funbiodiv","Top5"
"Conservation value of pome fruit orchards for overwintering birds in southeastern France",2020,"10.1007/s10531-020-02016-3","71.940796",0,"Conservation value of pome fruit orchards for overwintering birds in southeastern France","Funbiodiv","Top5"
"Connectivity of cropped vs. semi-natural habitats mediates biodiversity: A case study of carabid beetles communities",2018,"10.1016/j.agee.2018.08.025",NA,NA,NA,"Funbiodiv","Top5"
"Configurational crop heterogeneity increases within-field plant diversity",2020,"10.1111/1365-2664.13585","25.076847",0,"Configurational crop heterogeneity increases within‐field plant diversity","Funbiodiv","Top5"
"Community Ecology, Food Webs and Natural Pest Control",2022,"10.1007/978-94-024-2150-7_6","48.62214",0,"Community Ecology, Food Webs and Natural Pest Control","Funbiodiv","Top5"
"Climatic conditions and functional traits affect spider diets in agricultural and non-agricultural habitats worldwide",2022,"10.1111/ecog.06090","83.32939",0,"Climatic conditions and functional traits affect spider diets in agricultural and non‐agricultural habitats worldwide","Funbiodiv","Top5"
"Chapter Four - Promoting crop pest control by plant diversification in agricultural landscapes: A conceptual framework for analysing feedback loops between agro-ecological and socio-economic effects",2022,"10.1016/bs.aecr.2021.10.004",NA,NA,NA,"Funbiodiv","Top5"
"Carabid beetles have humpâ€shaped responses to disturbance and resource gradients within agricultural landscapes",2023,"10.1111/1365-2664.14357",NA,NA,NA,"Funbiodiv","Top5"
"Carabid beetles have hump-shaped responses to disturbance and resource gradients within agricultural landscapes",2023,"10.1111/1365-2664.14357","71.35703",0,"Carabid beetles have hump‐shaped responses to disturbance and resource gradients within agricultural landscapes","Funbiodiv","Top5"
"Building capacities for the design of agroecological landscapes: The added-value of Landscape Monitoring Networks",2023,"10.1016/j.agee.2022.108263",NA,NA,NA,"Funbiodiv","Top5"
"Biodiversity conservation, ecosystem services and organic viticulture: a glass half-full",2023,"10.1016/j.agee.2023.108474",NA,0,"Biodiversity conservation, ecosystem services and organic viticulture: A glass half-full","Funbiodiv","Top5"
"Beta redundancy for functional ecology",2021,"10.1111/2041-210X.13587",NA,NA,NA,"Funbiodiv","Top5"
"Assessing metacommunity processes through signatures in spatiotemporal turnover of community composition",2020,"10.1111/ele.13523",NA,NA,NA,"Funbiodiv","Top5"
"Approaches to Identify the Value of Seminatural Habitats for Conservation Biological Control",2020,"10.3390/insects11030195","46.348804",0,"Approaches to Identify the Value of Seminatural Habitats for Conservation Biological Control","Funbiodiv","Top5"
"Analyzing snapshot diversity patterns with the Neutral Theory can show functional groupsâ€™ effects on community assembly",2020,"10.1002/ecy.2977",NA,NA,NA,"Funbiodiv","Top5"
"An increase in food production in Europe could dramatically affect farmland biodiversity",2021,"10.1038/s43247-021-00256-x","38.525856",0,"An increase in food production in Europe could dramatically affect farmland biodiversity","Funbiodiv","Top5"
"An epiâ€evolutionary model for predicting the adaptation of sporeâ€producing pathogens to quantitative resistance in heterogeneous environments",2022,"10.1111/eva.13328",NA,NA,NA,"Funbiodiv","Top5"
"Agroecology landscapes",2021,"10.1007/s10980-021-01248-0",NA,NA,NA,"Funbiodiv","Top5"
"Agroecological crop protection for sustainable agriculture",2023,"10.1016/bs.agron.2022.11.002",NA,NA,NA,"Funbiodiv","Top5"
"Adjacent woodlands rather than habitat connectivity influence grassland plant, carabid and bird assemblages in farmland landscapes",2018,"10.1007/s10531-018-1517-y",NA,NA,NA,"Funbiodiv","Top5"
"A global synthesis reveals biodiversity-mediated benefits for crop production",2019,"10.1126/sciadv.aax0121",NA,0,"A global synthesis reveals biodiversity-mediated benefits for crop production.","Funbiodiv","Top5"
"A genomeâ€wide analysis suggests pleiotropic effects of Green Revolution genes on shade avoidance in wheat",2022,"10.1111/eva.13349",NA,NA,NA,"Funbiodiv","Top5"
"A generalized statistical framework to assess mixing ability from incomplete mixing designs using binary or higher order variety mixtures and application to wheat",2019,"10.1016/j.fcr.2019.107571","88.20898",0,"A generalized statistical framework to assess mixing ability from incomplete mixing designs using binary or higher order variety mixtures and application to wheat","Funbiodiv","Top5"
"A framework to estimate the contribution of weeds to the delivery of ecosystem (dis)services in agricultural landscapes",2021,"10.1016/j.ecolind.2021.108321",NA,NA,NA,"Funbiodiv","Top5"
"Using crop diversity to lower pesticide use: Socio-ecological approaches",2022,"10.1016/j.scitotenv.2021.150156",NA,NA,NA,"Funbiodiv","Proposal"
"Time will tell: resource continuity bolsters ecosystem services",2015,"10.1016/j.tree.2015.06.007",NA,NA,NA,"Funbiodiv","Proposal"
"The Poisson-Lognormal Model as a Versatile Framework for the Joint Analysis of Species Abundances",2021,"10.3389/fevo.2021.588292",NA,NA,NA,"Funbiodiv","Proposal"
"The new diversity: management gains through insights into the functional diversity of communities",2011,"10.1111/j.1365-2664.2011.02056.x",NA,NA,NA,"Funbiodiv","Proposal"
"Supervised component generalized linear regression using a PLS-extension of the Fisher scoring algorithm",2013,"10.1016/j.jmva.2013.03.013",NA,NA,NA,"Funbiodiv","Proposal"
"ProtÃ©ger les cultures en augmentant la diversitÃ© vÃ©gÃ©tale des espaces agricoles. Rapport de lâ€™expertise scientifique collective",2023,"10.17180/q7wm-q442",NA,NA,NA,"Funbiodiv","Proposal"
"Promoting crop pest control by plant diversification in agricultural landscapes: A conceptual framework for analysing feedback loops between agro-ecological and socio-economic effects",2022,"10.1016/bs.aecr.2021.10.004",NA,NA,NA,"Funbiodiv","Proposal"
"Pathogen population dynamics in agricultural landscapes: The Ddal modelling framework",2014,"10.1016/j.meegid.2014.01.022",NA,NA,NA,"Funbiodiv","Proposal"
"Organization of a Plantâ€Arthropod Association in Simple and Diverse Habitats: The Fauna of Collards (Brassica Oleracea)",1973,"10.2307/1942161",NA,NA,NA,"Funbiodiv","Proposal"
"Multi-community effects of organic and conventional farming practices in vineyards",2021,"10.1038/s41598-021-91095-5",NA,NA,NA,"Funbiodiv","Proposal"
"More than 75 percent decline over 27 years in total flying insect biomass in protected areas",2017,"10.1371/journal.pone.0185809",NA,NA,NA,"Funbiodiv","Proposal"
"Local pesticide use intensity conditions landscape effects on biological pest control",2019,"10.1098/rspb.2018.2898",NA,NA,NA,"Funbiodiv","Proposal"
"Key carabid species drive spring weed seed predation of Viola arvensis",2020,"10.1016/j.biocontrol.2019.104148",NA,NA,NA,"Funbiodiv","Proposal"
"Increase in crop losses to insect pests in a warming climate",2018,"10.1126/science.aat3466",NA,NA,NA,"Funbiodiv","Proposal"
"How to make more out of community data? A conceptual framework and its implementation as models and software",2017,"10.1111/ele.12757",NA,NA,NA,"Funbiodiv","Proposal"
"Global synthesis of effects of plant species diversity on trophic groups and interactions",2020,"10.1038/s41477-020-0654-y",NA,NA,NA,"Funbiodiv","Proposal"
"Genetic diversity and disease control in rice",2000,"10.1038/35021046",NA,NA,NA,"Funbiodiv","Proposal"
"Functional diversity positively affects prey suppression by invertebrate predators: a metaâ€analysis",2018,"10.1002/ecy.2378",NA,NA,NA,"Funbiodiv","Proposal"
"Farmland practices are driving bird population decline across Europe",2023,"10.1073/pnas.2216573120","23.837273",0,"Farmland practices are driving bird population decline across Europe","Funbiodiv","Proposal"
"Farming intensity indirectly reduces crop yield through negative effects on agrobiodiversity and key ecological functions",2022,"10.1016/j.agee.2021.107810",NA,NA,NA,"Funbiodiv","Proposal"
"Effects of predator richness on prey suppression: a metaâ€analysis",2013,"10.1890/13-0179.1",NA,NA,NA,"Funbiodiv","Proposal"
"Effects of predator functional diversity on grassland ecosystem function",2009,"10.1890/08-1919.1","49.75838",0,"Effects of predator functional diversity on grassland ecosystem function","Funbiodiv","Proposal"
"Effects of Natural Enemy Biodiversity on the Suppression of Arthropod Herbivores in Terrestrial Ecosystems",2009,"10.1146/annurev.ecolsys.110308.120320",NA,NA,NA,"Funbiodiv","Proposal"
"Building capacities for the design of agroecological landscapes: The added-value of Landscape Monitoring Networks",2006,"10.1016/j.agee.2022.108263",NA,NA,NA,"Funbiodiv","Proposal"
"Agroecological crop protection for sustainable agriculture",2022,"10.1016/bs.agron.2022.11.002",NA,NA,NA,"Funbiodiv","Proposal"
"Agricultural landscape simplification reduces natural pest control: A quantitative synthesis",2015,"10.1016/j.agee.2016.01.039",NA,NA,NA,"Funbiodiv","Proposal"
"A global synthesis reveals biodiversity-mediated benefits for crop production",2019,"10.1126/sciadv.aax0121",NA,NA,NA,"Funbiodiv","Proposal"
"Climate change drives plant diversity attrition at the summit of Mount Kenya",2025,"10.1111/nph.20344",NA,NA,NA,"Fragshifts","Output"
"Bringing traits back into the equation: A roadmap to understand species redistribution",2024,"10.1111/gcb.17271",NA,NA,NA,"Fragshifts","Output"
"Unifying climate change biology across realms and taxa",2022,"10.1016/j.tree.2022.04.011","40.954952",0,"Unifying climate change biology across realms and taxa","Fragshifts","Top5"
"The color of environmental noise in river networks: examining natural vs global change drivers across the United States",2023,NA,NA,NA,NA,"Fragshifts","Top5"
"Species better track climate warming in the oceans than on land",2020,"10.1038/s41559-020-1198-2","33.974373",0,"Species better track climate warming in the oceans than on land","Fragshifts","Top5"
"Scale of population synchrony confirms macroecological estimates of minimum viable range size",2023,"10.1111/ele.14152","56.867992",0,"Scale of population synchrony confirms macroecological estimates of minimum viable range size","Fragshifts","Top5"
"Rapid upwards spread of non-native plants in mountains across continents",2023,"10.1038/s41559-022-01979-6","38.578392",0,"Rapid upwards spread of non-native plants in mountains across continents","Fragshifts","Top5"
"Phenological and elevational shifts of plants, animals and fungi under climate change in the European Alps",2021,"10.1111/brv.12727",NA,0,"Phenological and elevational shifts of plants, animals and fungi under climate change in the European Alps.","Fragshifts","Top5"
"Multi-scale threat assessment of riverine ecosystems in the Colorado River Basin",2022,"10.1016/j.ecolind.2022.108840","61.010376",0,"Multi-scale threat assessment of riverine ecosystems in the Colorado River Basin","Fragshifts","Top5"
"Historical continuity and spatial connectivity ensure hedgerows are effective corridors for forest plants: Evidence from the species–time–area relationship",2021,"10.1111/jvs.12845","88.605255",0,"Historical continuity and spatial connectivity ensure hedgerows are effective corridors for forest plants: Evidence from the species–time–area relationship","Fragshifts","Top5"
"Global buffering of temperatures under forest canopies",2019,"10.1038/s41559-019-0842-1","40.721313",0,"Global buffering of temperatures under forest canopies","Fragshifts","Top5"
"Climate change and the global redistribution of biodiversity: substantial variation in empirical support for expected range shifts",2023,"10.1186/s13750-023-00296-0","62.33489",0,"Climate change and the global redistribution of biodiversity: substantial variation in empirical support for expected range shifts","Fragshifts","Top5"
"Why are species’ traits weak predictors of range shifts?",2021,"10.1146/annurev-ecolsys-012021-092849","44.198418",0,"Why Are Species’ Traits Weak Predictors of Range Shifts?","Fragshifts","Proposal"
"The climatic debt is growing in the understorey of temperate forests: Stand characteristics matter",2021,"10.1111/geb.13312","39.182953",0,"The climatic debt is growing in the understorey of temperate forests: Stand characteristics matter","Fragshifts","Proposal"
"Red-listed plants are contracting their elevational range faster than common plants in the European Alps",2023,"10.1073/pnas.2211531120","79.21551",0,"Red-listed plants are contracting their elevational range faster than common plants in the European Alps","Fragshifts","Proposal"
"Mountain roads shift native and non-native plant species' ranges",2017,"10.1111/ecog.02200","55.123665",0,"Mountain roads shift native and non‐native plant species' ranges","Fragshifts","Proposal"
"Human disturbance and upward expansion of plants in a warming climate",2017,"10.1038/nclimate3337","48.40563",0,"Human disturbance and upward expansion of plants in a warming climate","Fragshifts","Proposal"
"GWmodel: an R package for exploring spatial heterogeneity using geographically weighted models",2015,NA,NA,NA,NA,"Fragshifts","Proposal"
"Geographically weighted elastic net logistic regression",2018,"10.1007/s10109-018-0280-7","33.680786",0,"Geographically weighted elastic net logistic regression","Fragshifts","Proposal"
"Ecological constraints increase the climatic debt in forests",2016,"10.1038/ncomms12643",NA,0,"Ecological constraints increase the climatic debt in forests.","Fragshifts","Proposal"
"Do empirical observations support commonly-held climate change range shift hypotheses? A systematic review protocol",2020,"10.1186/s13750-020-00194-9","70.28681",0,"Do empirical observations support commonly-held climate change range shift hypotheses? A systematic review protocol","Fragshifts","Proposal"
"Detecting climate change induced range shifts: Where and how should we be looking?",2006,"10.1111/j.1442-9993.2006.01539.x","67.00901",0,"Detecting climate change induced range shifts: Where and how should we be looking?","Fragshifts","Proposal"
"Changes in plant community composition lag behind climate warming in lowland forests",2011,"10.1038/nature10548","62.896088",0,"Changes in plant community composition lag behind climate warming in lowland forests","Fragshifts","Proposal"
"BioShifts: a global geodatabase of climate-induced species redistribution over land and sea",2020,"10.6084/m9.figshare.7413365.v1",NA,NA,NA,"Fragshifts","Proposal"
"A significant upward shift in plant species optimum elevation during the 20th century",2008,"10.1126/science.1156831","65.27505",0,"A Significant Upward Shift in Plant Species Optimum Elevation During the 20th Century","Fragshifts","Proposal"
"A general framework for analyzing sustainability of social-ecological systems",2009,"10.1126/science.1172133","41.524063",0,"A General Framework for Analyzing Sustainability of Social-Ecological Systems","Fragshifts","Proposal"
"Impacts of agricultural intensification on weed floral and competitive traits: A spatiotemporal study in French vineyards and annual crops",2025,"10.1016/j.agee.2025.109877",NA,NA,NA,"Fellow","Output"
"Weeds: against the rules?",2020,"10.1016/j.tplants.2020.05.013",NA,NA,NA,"Fellow","Top5"
"Weather and landscape drivers of the regional level of pest occurrence in arable agriculture: A multi-pest analysis at the French national scale",2022,"10.1016/j.agee.2022.108105","93.864784",0,"Weather and landscape drivers of the regional level of pest occurrence in arable agriculture: A multi-pest analysis at the French national scale","Fellow","Top5"
"Vineyard management and its impacts on soil biodiversity, functions, and ecosystem services",2022,"10.3389/fevo.2022.850272",NA,0,"Vineyard Management and Its Impacts on Soil Biodiversity, Functions, and Ecosystem Services","Fellow","Top5"
"Vegetation management intensity and landscape diversity alter plant species richness, functional traits and community composition across European vineyards",2020,"10.1016/j.agsy.2019.102706","57.562256",0,"Vegetation management intensity and landscape diversity alter plant species richness, functional traits and community composition across European vineyards","Fellow","Top5"
"Using plant diversity to reduce vulnerability and increase drought resilience of permanent and sown productive grasslands",2022,"10.1111/gfs.12578","74.84858",0,"Using plant diversity to reduce vulnerability and increase drought resilience of permanent and sown productive grasslands","Fellow","Top5"
"Using functional traits to model plant community dynamics",2020,"10.1002/ecy.3167","37.17025",7,"Using functional traits to model annual plant community dynamics","Fellow","Top5"
"Two sides of one medal: Arable weed vegetation of Europe in phytosociological data compared to agronomical weed surveys",2022,"10.1111/avsc.12460","69.12851",0,"Two sides of one medal: Arable weed vegetation of Europe in phytosociological data compared to agronomical weed surveys","Fellow","Top5"
"Taxonomic and functional characteristics of field edge weed communities along a gradient of crop management intensity",2021,"10.1016/j.baae.2021.10.001","66.367195",0,"Taxonomic and functional characteristics of field edge weed communities along a gradient of crop management intensity","Fellow","Top5"
"Structuring supply chains of native plant material of wild and local provenance in France: A contribution to ecological restoration and Nature-based solutions",2022,"10.1016/j.nbsj.2022.100035",NA,NA,NA,"Fellow","Top5"
"Species dominance rather than complementarity drives community digestibility and litter decomposition in species-rich Mediterranean rangelands",2022,"10.1111/avsc.12685","105.249756",0,"Species dominance rather than complementarity drives community digestibility and litter decomposition in species‐rich Mediterranean rangelands","Fellow","Top5"
"Response of wild bee diversity, abundance, and functional traits to vineyard inter-row management intensity and landscape diversity across Europe",2019,"10.1002/ece3.5039","64.05067",0,"Response of wild bee diversity, abundance, and functional traits to vineyard inter‐row management intensity and landscape diversity across Europe","Fellow","Top5"
"Research on agroforestry systems and biodiversity conservation: what can we conclude so far and what should we improve?",2022,"10.1186/s12862-022-01977-z","92.31312",0,"Research on agroforestry systems and biodiversity conservation: what can we conclude so far and what should we improve?","Fellow","Top5"
"Relative importance of region, seasonality and weed management practice effects on the functional structure of weed communities in French vineyards",2022,"10.1016/j.agee.2022.107892","88.59656",0,"Relative importance of region, seasonality and weed management practice effects on the functional structure of weed communities in French vineyards","Fellow","Top5"
"Relative importance of environmental factors and farming practices in shaping plant communities structure and composition in French vineyard.",2019,"10.1016/j.agee.2019.01.006",NA,NA,NA,"Fellow","Top5"
"Promising weeds forage potential in perennial Mediterranean agroecosystems",2023,"10.1016/j.agee.2023.108388","57.004585",0,"Promising weeds forage potential in perennial Mediterranean agroecosystems","Fellow","Top5"
"Plants playing at home: Advantage of native plant seeds for ski slope revegetation in the French Pyrenees.",2022,"10.1016/j.ecoleng.2021.106463",NA,NA,NA,"Fellow","Top5"
"Organic viticulture leads to lower trade-offs between agroecosystem goods but does not improve overall multifunctionality",2022,"10.1016/j.agsy.2022.103489","94.352394",0,"Organic viticulture leads to lower trade-offs between agroecosystem goods but does not improve overall multifunctionality","Fellow","Top5"
"Optimizing the choice of service crops in vineyards to achieve both runoff mitigation and water provisioning for grapevine: a trait-based approach",2020,"10.1007/s11104-020-04543-y","93.28369",0,"Optimizing the choice of service crops in vineyards to achieve both runoff mitigation and water provisioning for grapevine: a trait-based approach","Fellow","Top5"
"Olive agroforestry can improve land productivity even under low water availability in the South Mediterranean",2021,"10.1016/j.agee.2020.107234","72.27068",0,"Olive agroforestry can improve land productivity even under low water availability in the South Mediterranean","Fellow","Top5"
"Multi-community effects of organic and conventional farming practices in vineyards",2021,"10.1038/s41598-021-91095-5","50.85772",0,"Multi-community effects of organic and conventional farming practices in vineyards","Fellow","Top5"
"Mitigating crop yield losses through weed diversity",2019,"10.1038/s41893-019-0415-y","50.55954",0,"Mitigating crop yield losses through weed diversity","Fellow","Top5"
"Management of service crops for the provision of ecosystem services in vineyards: A review",2018,"10.1016/j.agee.2017.09.030","47.722145",0,"Management of service crops for the provision of ecosystem services in vineyards: A review","Fellow","Top5"
"Local pesticide use intensity conditions and landscape effects on biological pest control",2019,"10.1098/rspb.2018.2898","39.49664",4,"Local pesticide use intensity conditions landscape effects on biological pest control","Fellow","Top5"
"Landscape simplification increases vineyard pest outbreaks and insecticide use",2021,"10.1111/ele.13622","55.758335",0,"Landscape simplification increases vineyard pest outbreaks and insecticide use","Fellow","Top5"
"Issues and challenges in landscape models for agriculture: from the representation of agroecosystems to the design of management strategies",2018,"10.1007/s10980-018-0699-8","54.001045",0,"Issues and challenges in landscape models for agriculture: from the representation of agroecosystems to the design of management strategies","Fellow","Top5"
"Is the Mesopotamian region a main source of Western European segetal plants",2020,"10.1080/23818107.2020.1737222",NA,NA,NA,"Fellow","Top5"
"Indésirables, tolérées, revendiquées : à chacun ses plantes messicoles. Perceptions des acteurs du monde agricole vis-à-vis des plantes des moissons",2019,NA,NA,NA,NA,"Fellow","Top5"
"How effective is large landscape-scale planning for reducing local weed infestations? A landscape-scale modelling approach",2018,"10.1016/j.ecolmodel.2018.06.029","84.944405",0,"How effective is large landscape-scale planning for reducing local weed infestations? A landscape-scale modelling approach","Fellow","Top5"
"Gradual responses of grapevine yield components and carbon status to nitrogen supply",2019,"10.20870/oeno-one.2019.53.2.2431","60.129845",0,"Gradual responses of grapevine yield components and carbon status to nitrogen supply","Fellow","Top5"
"General trends of different inter-row vegetation management affecting vine vigor and grape quality across European vineyards",2022,"10.1016/j.agee.2022.108073","84.741196",0,"General trends of different inter-row vegetation management affecting vine vigor and grape quality across European vineyards","Fellow","Top5"
"Forage nutritive value shows synergies with plant diversity in a wide range of semi-natural grassland habitats.",2023,"10.1016/j.agee.2023.108369",NA,0,"Forage nutritive value shows synergies with plant diversity in a wide range of semi-natural grassland habitats","Fellow","Top5"
"Flowers of ruderal species are numerous but small, short and low-rewarding",2023,"10.1111/oik.10219","57.211918",0,"Flowers of ruderal species are numerous but small, short and low‐rewarding","Fellow","Top5"
"Flowers of ruderal species are numerous but small, short and low-rewarding",2023,"10.1111/oik.10219",NA,NA,NA,"Fellow","Top5"
"Floral trait functional diversity is related to soil characteristics and positively influences pollination function in semi-natural grasslands",2020,"10.1016/j.agee.2020.107033",NA,NA,NA,"Fellow","Top5"
"Facial area and hairiness of pollinators visiting semi-natural grassland wild plants predict their facial pollen load",2020,"10.1111/een.12913",NA,NA,NA,"Fellow","Top5"
"Face au déclin des pollinisateurs sauvages, des clés pour agir localement",2022,NA,NA,NA,NA,"Fellow","Top5"
"Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter-rows in different floral kingdoms",2021,"10.1002/ece3.7623","79.09395",0,"Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms","Fellow","Top5"
"Effects of vegetation management intensity on biodiversity and ecosystem services in vineyards: A meta-analysis",2018,"10.1111/1365-2664.13124","36.535637",0,"Effects of vegetation management intensity on biodiversity and ecosystem services in vineyards: A meta‐analysis","Fellow","Top5"
"Effects of soil erosion on agro-ecosystem services and soil functionality: a multidisciplinary study in nineteen organically farmed European and Turkish vineyards",2018,"10.1016/j.jenvman.2018.06.065","67.18248",5,"Effects of soil erosion on agro-ecosystem services and soil functions: A multidisciplinary study in nineteen organically farmed European and Turkish vineyards","Fellow","Top5"
"Does seed mass drive interspecies variation in the effect of management practices on weed demography?",2021,"10.1002/ece3.8038",NA,0,"Does seed mass drive interspecies variation in the effect of management practices on weed demography?","Fellow","Top5"
"Do ecological specialization and functional traits explain the abundance-frequency relationship? Arable weeds as a case study",2021,"10.1111/jbi.13980","69.009895",0,"Do ecological specialization and functional traits explain the abundance–frequency relationship? Arable weeds as a case study","Fellow","Top5"
"Defining Integrated Weed Management: A Novel Conceptual Framework for Models",2021,"10.3390/agronomy11040747","46.23229",0,"Defining Integrated Weed Management: A Novel Conceptual Framework for Models","Fellow","Top5"
"Cropping system diversification does not always beget weed diversity",2022,"10.1016/j.eja.2021.126438","55.759262",0,"Cropping system diversification does not always beget weed diversity","Fellow","Top5"
"Crop type and within-field location as sources of intraspecific variations in the phenology and the production of floral and fruit resources by weeds",2020,"10.1016/j.agee.2020.107082","82.99217",0,"Crop type and within-field location as sources of intraspecific variations in the phenology and the production of floral and fruit resources by weeds","Fellow","Top5"
"Crop pests and predators exhibit inconsistent responses to surrounding landscape composition",2018,"10.1073/pnas.1800042115",NA,0,"Crop pests and predators exhibit inconsistent responses to surrounding landscape composition.","Fellow","Top5"
"Conservation des plantes messicoles dans les parcelles cultivées : caractérisation des systèmes de cultures favorables, rôles fonctionnels, perception par la profession.",2018,NA,NA,NA,NA,"Fellow","Top5"
"Comparison of grassland plant-pollinator networks on dairy farms in three contrasting French landscapes",2021,"10.1016/j.actao.2021.103763",NA,NA,NA,"Fellow","Top5"
"Can trees buffer the impact of climate change on pasture production and digestibility of Mediterranean dehesas?",2022,"10.1016/j.scitotenv.2022.155535","66.32567",0,"Can trees buffer the impact of climate change on pasture production and digestibility of Mediterranean dehesas?","Fellow","Top5"
"Arable Weeds and Management in Europe” database: Challenges and opportunities of combining weed survey data at a European scale",2023,"10.1111/wre.12562",NA,NA,NA,"Fellow","Top5"
"An ecological future for weed science to sustain crop production and the environment. A review",2020,"10.1007/s13593-020-00631-6","40.65198",0,"An ecological future for weed science to sustain crop production and the environment. A review","Fellow","Top5"
"Alley cropping agroforestry systems: Reservoirs for weeds or refugia for plant diversity?",2019,"10.1016/j.agee.2019.106584","58.547215",0,"Alley cropping agroforestry systems: Reservoirs for weeds or refugia for plant diversity?","Fellow","Top5"
"Adapting cover crop soil coverage to soil depth to limit competition for water in a Mediterranean vineyard",2018,"10.1016/j.eja.2018.04.013","86.44841",0,"Adapting cover crop soil coverage to soil depth to limit competition for water in a Mediterranean vineyard","Fellow","Top5"
"Adaptation of the regional agronomic diagnosis for grapevine yield analysis",2022,"10.20870/oeno-one.2022.56.1.4568","49.51936",0,"Adaptation of the regional agronomic diagnosis for grapevine yield analysis","Fellow","Top5"
"A functional diversity approach of crop sequences reveals that weed diversity and abundance show different responses to environmental variability",2019,"10.1111/1365-2664.13389","70.82347",0,"A functional diversity approach of crop sequences reveals that weed diversity and abundance show different responses to environmental variability","Fellow","Top5"
"A framework to estimate the contribution of weeds to the delivery of ecosystem services in agricultural landscapes",2021,"10.1016/j.ecolind.2021.108321","49.89155",4,"A framework to estimate the contribution of weeds to the delivery of ecosystem (dis)services in agricultural landscapes","Fellow","Top5"
"What makes a weed a weed? A large-scale evaluation of arable weeds through a functional lens",2019,"10.1002/ajb2.1213","59.100525",0,"What makes a weed a weed? A large‐scale evaluation of arable weeds through a functional lens","Fellow","Proposal"
"What good is weed diversity?",2018,"10.1111/wre.12310","27.230331",0,"What good is weed diversity?","Fellow","Proposal"
"Using Assembly Theory to Explain Changes in a Weed Flora in Response to Agricultural Intensification",2010,"10.1614/ws-09-096.1","66.55212",0,"Using Assembly Theory to Explain Changes in a Weed Flora in Response to Agricultural Intensification","Fellow","Proposal"
"The role of weeds in supporting biological diversity within crop fields",2003,"10.1046/j.1365-3180.2003.00326.x","44.11916",0,"The role of weeds in supporting biological diversity within crop fields*","Fellow","Proposal"
"The impact of agricultural intensification and land-use change on the European arable flora",2012,"10.1098/rspb.2011.1686","49.742733",0,"The impact of agricultural intensification and land-use change on the European arable flora","Fellow","Proposal"
"The contribution of spatial mass effects to plant diversity in arable fields",2019,"10.1111/1365-2664.13414","40.66864",0,"The contribution of spatial mass effects to plant diversity in arable fields","Fellow","Proposal"
"Quantification of regulating ecosystem services provided by weeds in annual cropping systems using a systematic map approach",2018,"10.1111/wre.12303","67.48553",0,"Quantification of regulating ecosystem services provided by weeds in annual cropping systems using a systematic map approach","Fellow","Proposal"
"Place-based social-ecological research is crucial for designing collective management of ecosystem services",2022,"10.1016/j.ecoser.2022.101426","72.07831",0,"Place-based social-ecological research is crucial for designing collective management of ecosystem services","Fellow","Proposal"
